sample_id,input_start_date,input_end_date,forecast_origin_date,target_date,lookback_days,forecast_horizon_days,window_stride_days,config_id,split
295,2021-01-15,2021-01-21,2021-01-21,2021-01-28,7,7,1,L7_H7_S1,train
296,2021-01-16,2021-01-22,2021-01-22,2021-01-29,7,7,1,L7_H7_S1,train
297,2021-01-17,2021-01-23,2021-01-23,2021-01-30,7,7,1,L7_H7_S1,train
298,2021-01-18,2021-01-24,2021-01-24,2021-01-31,7,7,1,L7_H7_S1,train
299,2021-01-19,2021-01-25,2021-01-25,2021-02-01,7,7,1,L7_H7_S1,train
300,2021-01-20,2021-01-26,2021-01-26,2021-02-02,7,7,1,L7_H7_S1,train
301,2021-01-21,2021-01-27,2021-01-27,2021-02-03,7,7,1,L7_H7_S1,train
302,2021-01-22,2021-01-28,2021-01-28,2021-02-04,7,7,1,L7_H7_S1,train
303,2021-01-23,2021-01-29,2021-01-29,2021-02-05,7,7,1,L7_H7_S1,train
304,2021-01-24,2021-01-30,2021-01-30,2021-02-06,7,7,1,L7_H7_S1,train
305,2021-01-25,2021-01-31,2021-01-31,2021-02-07,7,7,1,L7_H7_S1,train
306,2021-01-26,2021-02-01,2021-02-01,2021-02-08,7,7,1,L7_H7_S1,train
307,2021-01-27,2021-02-02,2021-02-02,2021-02-09,7,7,1,L7_H7_S1,train
308,2021-01-28,2021-02-03,2021-02-03,2021-02-10,7,7,1,L7_H7_S1,train
309,2021-01-29,2021-02-04,2021-02-04,2021-02-11,7,7,1,L7_H7_S1,train
310,2021-01-30,2021-02-05,2021-02-05,2021-02-12,7,7,1,L7_H7_S1,train
311,2021-01-31,2021-02-06,2021-02-06,2021-02-13,7,7,1,L7_H7_S1,train
312,2021-02-01,2021-02-07,2021-02-07,2021-02-14,7,7,1,L7_H7_S1,train
313,2021-02-02,2021-02-08,2021-02-08,2021-02-15,7,7,1,L7_H7_S1,train
314,2021-02-03,2021-02-09,2021-02-09,2021-02-16,7,7,1,L7_H7_S1,train
315,2021-02-04,2021-02-10,2021-02-10,2021-02-17,7,7,1,L7_H7_S1,train
316,2021-02-05,2021-02-11,2021-02-11,2021-02-18,7,7,1,L7_H7_S1,train
317,2021-02-06,2021-02-12,2021-02-12,2021-02-19,7,7,1,L7_H7_S1,train
318,2021-02-07,2021-02-13,2021-02-13,2021-02-20,7,7,1,L7_H7_S1,train
319,2021-02-08,2021-02-14,2021-02-14,2021-02-21,7,7,1,L7_H7_S1,train
320,2021-02-09,2021-02-15,2021-02-15,2021-02-22,7,7,1,L7_H7_S1,train
321,2021-02-10,2021-02-16,2021-02-16,2021-02-23,7,7,1,L7_H7_S1,train
322,2021-02-11,2021-02-17,2021-02-17,2021-02-24,7,7,1,L7_H7_S1,train
323,2021-02-12,2021-02-18,2021-02-18,2021-02-25,7,7,1,L7_H7_S1,train
324,2021-02-13,2021-02-19,2021-02-19,2021-02-26,7,7,1,L7_H7_S1,train
325,2021-02-14,2021-02-20,2021-02-20,2021-02-27,7,7,1,L7_H7_S1,train
326,2021-02-15,2021-02-21,2021-02-21,2021-02-28,7,7,1,L7_H7_S1,train
327,2021-02-16,2021-02-22,2021-02-22,2021-03-01,7,7,1,L7_H7_S1,train
328,2021-02-17,2021-02-23,2021-02-23,2021-03-02,7,7,1,L7_H7_S1,train
329,2021-02-18,2021-02-24,2021-02-24,2021-03-03,7,7,1,L7_H7_S1,train
330,2021-02-19,2021-02-25,2021-02-25,2021-03-04,7,7,1,L7_H7_S1,train
331,2021-02-20,2021-02-26,2021-02-26,2021-03-05,7,7,1,L7_H7_S1,train
332,2021-02-21,2021-02-27,2021-02-27,2021-03-06,7,7,1,L7_H7_S1,train
333,2021-02-22,2021-02-28,2021-02-28,2021-03-07,7,7,1,L7_H7_S1,train
334,2021-02-23,2021-03-01,2021-03-01,2021-03-08,7,7,1,L7_H7_S1,train
335,2021-02-24,2021-03-02,2021-03-02,2021-03-09,7,7,1,L7_H7_S1,train
336,2021-02-25,2021-03-03,2021-03-03,2021-03-10,7,7,1,L7_H7_S1,train
337,2021-02-26,2021-03-04,2021-03-04,2021-03-11,7,7,1,L7_H7_S1,train
338,2021-02-27,2021-03-05,2021-03-05,2021-03-12,7,7,1,L7_H7_S1,train
339,2021-02-28,2021-03-06,2021-03-06,2021-03-13,7,7,1,L7_H7_S1,train
340,2021-03-01,2021-03-07,2021-03-07,2021-03-14,7,7,1,L7_H7_S1,train
341,2021-03-02,2021-03-08,2021-03-08,2021-03-15,7,7,1,L7_H7_S1,train
342,2021-03-03,2021-03-09,2021-03-09,2021-03-16,7,7,1,L7_H7_S1,train
343,2021-03-04,2021-03-10,2021-03-10,2021-03-17,7,7,1,L7_H7_S1,train
344,2021-03-05,2021-03-11,2021-03-11,2021-03-18,7,7,1,L7_H7_S1,train
345,2021-03-06,2021-03-12,2021-03-12,2021-03-19,7,7,1,L7_H7_S1,train
346,2021-03-07,2021-03-13,2021-03-13,2021-03-20,7,7,1,L7_H7_S1,train
347,2021-03-08,2021-03-14,2021-03-14,2021-03-21,7,7,1,L7_H7_S1,train
348,2021-03-09,2021-03-15,2021-03-15,2021-03-22,7,7,1,L7_H7_S1,train
349,2021-03-10,2021-03-16,2021-03-16,2021-03-23,7,7,1,L7_H7_S1,train
350,2021-03-11,2021-03-17,2021-03-17,2021-03-24,7,7,1,L7_H7_S1,train
351,2021-03-12,2021-03-18,2021-03-18,2021-03-25,7,7,1,L7_H7_S1,train
352,2021-03-13,2021-03-19,2021-03-19,2021-03-26,7,7,1,L7_H7_S1,train
353,2021-03-14,2021-03-20,2021-03-20,2021-03-27,7,7,1,L7_H7_S1,train
354,2021-03-15,2021-03-21,2021-03-21,2021-03-28,7,7,1,L7_H7_S1,train
355,2021-03-16,2021-03-22,2021-03-22,2021-03-29,7,7,1,L7_H7_S1,train
356,2021-03-17,2021-03-23,2021-03-23,2021-03-30,7,7,1,L7_H7_S1,train
357,2021-03-18,2021-03-24,2021-03-24,2021-03-31,7,7,1,L7_H7_S1,train
358,2021-03-19,2021-03-25,2021-03-25,2021-04-01,7,7,1,L7_H7_S1,train
359,2021-03-20,2021-03-26,2021-03-26,2021-04-02,7,7,1,L7_H7_S1,train
360,2021-03-21,2021-03-27,2021-03-27,2021-04-03,7,7,1,L7_H7_S1,train
361,2021-03-22,2021-03-28,2021-03-28,2021-04-04,7,7,1,L7_H7_S1,train
362,2021-03-23,2021-03-29,2021-03-29,2021-04-05,7,7,1,L7_H7_S1,train
363,2021-03-24,2021-03-30,2021-03-30,2021-04-06,7,7,1,L7_H7_S1,train
364,2021-03-25,2021-03-31,2021-03-31,2021-04-07,7,7,1,L7_H7_S1,train
365,2021-03-26,2021-04-01,2021-04-01,2021-04-08,7,7,1,L7_H7_S1,train
366,2021-03-27,2021-04-02,2021-04-02,2021-04-09,7,7,1,L7_H7_S1,train
367,2021-03-28,2021-04-03,2021-04-03,2021-04-10,7,7,1,L7_H7_S1,train
368,2021-03-29,2021-04-04,2021-04-04,2021-04-11,7,7,1,L7_H7_S1,train
369,2021-03-30,2021-04-05,2021-04-05,2021-04-12,7,7,1,L7_H7_S1,train
370,2021-03-31,2021-04-06,2021-04-06,2021-04-13,7,7,1,L7_H7_S1,train
371,2021-04-01,2021-04-07,2021-04-07,2021-04-14,7,7,1,L7_H7_S1,train
372,2021-04-02,2021-04-08,2021-04-08,2021-04-15,7,7,1,L7_H7_S1,train
373,2021-04-03,2021-04-09,2021-04-09,2021-04-16,7,7,1,L7_H7_S1,train
374,2021-04-04,2021-04-10,2021-04-10,2021-04-17,7,7,1,L7_H7_S1,train
375,2021-04-05,2021-04-11,2021-04-11,2021-04-18,7,7,1,L7_H7_S1,train
376,2021-04-06,2021-04-12,2021-04-12,2021-04-19,7,7,1,L7_H7_S1,train
377,2021-04-07,2021-04-13,2021-04-13,2021-04-20,7,7,1,L7_H7_S1,train
378,2021-04-08,2021-04-14,2021-04-14,2021-04-21,7,7,1,L7_H7_S1,train
379,2021-04-09,2021-04-15,2021-04-15,2021-04-22,7,7,1,L7_H7_S1,train
380,2021-04-10,2021-04-16,2021-04-16,2021-04-23,7,7,1,L7_H7_S1,train
381,2021-04-11,2021-04-17,2021-04-17,2021-04-24,7,7,1,L7_H7_S1,train
382,2021-04-12,2021-04-18,2021-04-18,2021-04-25,7,7,1,L7_H7_S1,train
383,2021-04-13,2021-04-19,2021-04-19,2021-04-26,7,7,1,L7_H7_S1,train
384,2021-04-14,2021-04-20,2021-04-20,2021-04-27,7,7,1,L7_H7_S1,train
385,2021-04-15,2021-04-21,2021-04-21,2021-04-28,7,7,1,L7_H7_S1,train
386,2021-04-16,2021-04-22,2021-04-22,2021-04-29,7,7,1,L7_H7_S1,train
387,2021-04-17,2021-04-23,2021-04-23,2021-04-30,7,7,1,L7_H7_S1,train
388,2021-04-18,2021-04-24,2021-04-24,2021-05-01,7,7,1,L7_H7_S1,train
389,2021-04-19,2021-04-25,2021-04-25,2021-05-02,7,7,1,L7_H7_S1,train
390,2021-04-20,2021-04-26,2021-04-26,2021-05-03,7,7,1,L7_H7_S1,train
391,2021-04-21,2021-04-27,2021-04-27,2021-05-04,7,7,1,L7_H7_S1,train
392,2021-04-22,2021-04-28,2021-04-28,2021-05-05,7,7,1,L7_H7_S1,train
393,2021-04-23,2021-04-29,2021-04-29,2021-05-06,7,7,1,L7_H7_S1,train
394,2021-04-24,2021-04-30,2021-04-30,2021-05-07,7,7,1,L7_H7_S1,train
395,2021-04-25,2021-05-01,2021-05-01,2021-05-08,7,7,1,L7_H7_S1,train
396,2021-04-26,2021-05-02,2021-05-02,2021-05-09,7,7,1,L7_H7_S1,train
397,2021-04-27,2021-05-03,2021-05-03,2021-05-10,7,7,1,L7_H7_S1,train
398,2021-04-28,2021-05-04,2021-05-04,2021-05-11,7,7,1,L7_H7_S1,train
399,2021-04-29,2021-05-05,2021-05-05,2021-05-12,7,7,1,L7_H7_S1,train
400,2021-04-30,2021-05-06,2021-05-06,2021-05-13,7,7,1,L7_H7_S1,train
401,2021-05-01,2021-05-07,2021-05-07,2021-05-14,7,7,1,L7_H7_S1,train
402,2021-05-02,2021-05-08,2021-05-08,2021-05-15,7,7,1,L7_H7_S1,train
403,2021-05-03,2021-05-09,2021-05-09,2021-05-16,7,7,1,L7_H7_S1,train
404,2021-05-04,2021-05-10,2021-05-10,2021-05-17,7,7,1,L7_H7_S1,train
405,2021-05-05,2021-05-11,2021-05-11,2021-05-18,7,7,1,L7_H7_S1,train
406,2021-05-06,2021-05-12,2021-05-12,2021-05-19,7,7,1,L7_H7_S1,train
407,2021-05-07,2021-05-13,2021-05-13,2021-05-20,7,7,1,L7_H7_S1,train
408,2021-05-08,2021-05-14,2021-05-14,2021-05-21,7,7,1,L7_H7_S1,train
409,2021-05-09,2021-05-15,2021-05-15,2021-05-22,7,7,1,L7_H7_S1,train
410,2021-05-10,2021-05-16,2021-05-16,2021-05-23,7,7,1,L7_H7_S1,train
411,2021-05-11,2021-05-17,2021-05-17,2021-05-24,7,7,1,L7_H7_S1,train
412,2021-05-12,2021-05-18,2021-05-18,2021-05-25,7,7,1,L7_H7_S1,train
413,2021-05-13,2021-05-19,2021-05-19,2021-05-26,7,7,1,L7_H7_S1,train
414,2021-05-14,2021-05-20,2021-05-20,2021-05-27,7,7,1,L7_H7_S1,train
415,2021-05-15,2021-05-21,2021-05-21,2021-05-28,7,7,1,L7_H7_S1,train
416,2021-05-16,2021-05-22,2021-05-22,2021-05-29,7,7,1,L7_H7_S1,train
417,2021-05-17,2021-05-23,2021-05-23,2021-05-30,7,7,1,L7_H7_S1,train
418,2021-05-18,2021-05-24,2021-05-24,2021-05-31,7,7,1,L7_H7_S1,train
419,2021-05-19,2021-05-25,2021-05-25,2021-06-01,7,7,1,L7_H7_S1,train
420,2021-05-20,2021-05-26,2021-05-26,2021-06-02,7,7,1,L7_H7_S1,train
421,2021-05-21,2021-05-27,2021-05-27,2021-06-03,7,7,1,L7_H7_S1,train
422,2021-05-22,2021-05-28,2021-05-28,2021-06-04,7,7,1,L7_H7_S1,train
423,2021-05-23,2021-05-29,2021-05-29,2021-06-05,7,7,1,L7_H7_S1,train
424,2021-05-24,2021-05-30,2021-05-30,2021-06-06,7,7,1,L7_H7_S1,train
425,2021-05-25,2021-05-31,2021-05-31,2021-06-07,7,7,1,L7_H7_S1,train
426,2021-05-26,2021-06-01,2021-06-01,2021-06-08,7,7,1,L7_H7_S1,train
427,2021-05-27,2021-06-02,2021-06-02,2021-06-09,7,7,1,L7_H7_S1,train
428,2021-05-28,2021-06-03,2021-06-03,2021-06-10,7,7,1,L7_H7_S1,train
429,2021-05-29,2021-06-04,2021-06-04,2021-06-11,7,7,1,L7_H7_S1,train
430,2021-05-30,2021-06-05,2021-06-05,2021-06-12,7,7,1,L7_H7_S1,train
431,2021-05-31,2021-06-06,2021-06-06,2021-06-13,7,7,1,L7_H7_S1,train
432,2021-06-01,2021-06-07,2021-06-07,2021-06-14,7,7,1,L7_H7_S1,train
433,2021-06-02,2021-06-08,2021-06-08,2021-06-15,7,7,1,L7_H7_S1,train
434,2021-06-03,2021-06-09,2021-06-09,2021-06-16,7,7,1,L7_H7_S1,train
435,2021-06-04,2021-06-10,2021-06-10,2021-06-17,7,7,1,L7_H7_S1,train
436,2021-06-05,2021-06-11,2021-06-11,2021-06-18,7,7,1,L7_H7_S1,train
437,2021-06-06,2021-06-12,2021-06-12,2021-06-19,7,7,1,L7_H7_S1,train
438,2021-06-07,2021-06-13,2021-06-13,2021-06-20,7,7,1,L7_H7_S1,train
439,2021-06-08,2021-06-14,2021-06-14,2021-06-21,7,7,1,L7_H7_S1,train
440,2021-06-09,2021-06-15,2021-06-15,2021-06-22,7,7,1,L7_H7_S1,train
441,2021-06-10,2021-06-16,2021-06-16,2021-06-23,7,7,1,L7_H7_S1,train
442,2021-06-11,2021-06-17,2021-06-17,2021-06-24,7,7,1,L7_H7_S1,train
443,2021-06-12,2021-06-18,2021-06-18,2021-06-25,7,7,1,L7_H7_S1,train
444,2021-06-13,2021-06-19,2021-06-19,2021-06-26,7,7,1,L7_H7_S1,train
445,2021-06-14,2021-06-20,2021-06-20,2021-06-27,7,7,1,L7_H7_S1,train
446,2021-06-15,2021-06-21,2021-06-21,2021-06-28,7,7,1,L7_H7_S1,train
447,2021-06-16,2021-06-22,2021-06-22,2021-06-29,7,7,1,L7_H7_S1,train
448,2021-06-17,2021-06-23,2021-06-23,2021-06-30,7,7,1,L7_H7_S1,train
449,2021-06-18,2021-06-24,2021-06-24,2021-07-01,7,7,1,L7_H7_S1,train
450,2021-06-19,2021-06-25,2021-06-25,2021-07-02,7,7,1,L7_H7_S1,train
451,2021-06-20,2021-06-26,2021-06-26,2021-07-03,7,7,1,L7_H7_S1,train
452,2021-06-21,2021-06-27,2021-06-27,2021-07-04,7,7,1,L7_H7_S1,train
453,2021-06-22,2021-06-28,2021-06-28,2021-07-05,7,7,1,L7_H7_S1,train
454,2021-06-23,2021-06-29,2021-06-29,2021-07-06,7,7,1,L7_H7_S1,train
455,2021-06-24,2021-06-30,2021-06-30,2021-07-07,7,7,1,L7_H7_S1,train
456,2021-06-25,2021-07-01,2021-07-01,2021-07-08,7,7,1,L7_H7_S1,train
457,2021-06-26,2021-07-02,2021-07-02,2021-07-09,7,7,1,L7_H7_S1,train
458,2021-06-27,2021-07-03,2021-07-03,2021-07-10,7,7,1,L7_H7_S1,train
459,2021-06-28,2021-07-04,2021-07-04,2021-07-11,7,7,1,L7_H7_S1,train
460,2021-06-29,2021-07-05,2021-07-05,2021-07-12,7,7,1,L7_H7_S1,train
461,2021-06-30,2021-07-06,2021-07-06,2021-07-13,7,7,1,L7_H7_S1,train
462,2021-07-01,2021-07-07,2021-07-07,2021-07-14,7,7,1,L7_H7_S1,train
463,2021-07-02,2021-07-08,2021-07-08,2021-07-15,7,7,1,L7_H7_S1,train
464,2021-07-03,2021-07-09,2021-07-09,2021-07-16,7,7,1,L7_H7_S1,train
465,2021-07-04,2021-07-10,2021-07-10,2021-07-17,7,7,1,L7_H7_S1,train
466,2021-07-05,2021-07-11,2021-07-11,2021-07-18,7,7,1,L7_H7_S1,train
467,2021-07-06,2021-07-12,2021-07-12,2021-07-19,7,7,1,L7_H7_S1,train
468,2021-07-07,2021-07-13,2021-07-13,2021-07-20,7,7,1,L7_H7_S1,train
469,2021-07-08,2021-07-14,2021-07-14,2021-07-21,7,7,1,L7_H7_S1,train
470,2021-07-09,2021-07-15,2021-07-15,2021-07-22,7,7,1,L7_H7_S1,train
471,2021-07-10,2021-07-16,2021-07-16,2021-07-23,7,7,1,L7_H7_S1,train
472,2021-07-11,2021-07-17,2021-07-17,2021-07-24,7,7,1,L7_H7_S1,train
473,2021-07-12,2021-07-18,2021-07-18,2021-07-25,7,7,1,L7_H7_S1,train
474,2021-07-13,2021-07-19,2021-07-19,2021-07-26,7,7,1,L7_H7_S1,train
475,2021-07-14,2021-07-20,2021-07-20,2021-07-27,7,7,1,L7_H7_S1,train
476,2021-07-15,2021-07-21,2021-07-21,2021-07-28,7,7,1,L7_H7_S1,train
477,2021-07-16,2021-07-22,2021-07-22,2021-07-29,7,7,1,L7_H7_S1,train
478,2021-07-17,2021-07-23,2021-07-23,2021-07-30,7,7,1,L7_H7_S1,train
479,2021-07-18,2021-07-24,2021-07-24,2021-07-31,7,7,1,L7_H7_S1,train
480,2021-07-19,2021-07-25,2021-07-25,2021-08-01,7,7,1,L7_H7_S1,train
481,2021-07-20,2021-07-26,2021-07-26,2021-08-02,7,7,1,L7_H7_S1,train
482,2021-07-21,2021-07-27,2021-07-27,2021-08-03,7,7,1,L7_H7_S1,train
483,2021-07-22,2021-07-28,2021-07-28,2021-08-04,7,7,1,L7_H7_S1,train
484,2021-07-23,2021-07-29,2021-07-29,2021-08-05,7,7,1,L7_H7_S1,train
485,2021-07-24,2021-07-30,2021-07-30,2021-08-06,7,7,1,L7_H7_S1,train
486,2021-07-25,2021-07-31,2021-07-31,2021-08-07,7,7,1,L7_H7_S1,train
487,2021-07-26,2021-08-01,2021-08-01,2021-08-08,7,7,1,L7_H7_S1,train
488,2021-07-27,2021-08-02,2021-08-02,2021-08-09,7,7,1,L7_H7_S1,train
489,2021-07-28,2021-08-03,2021-08-03,2021-08-10,7,7,1,L7_H7_S1,train
490,2021-07-29,2021-08-04,2021-08-04,2021-08-11,7,7,1,L7_H7_S1,train
491,2021-07-30,2021-08-05,2021-08-05,2021-08-12,7,7,1,L7_H7_S1,train
492,2021-07-31,2021-08-06,2021-08-06,2021-08-13,7,7,1,L7_H7_S1,train
493,2021-08-01,2021-08-07,2021-08-07,2021-08-14,7,7,1,L7_H7_S1,train
494,2021-08-02,2021-08-08,2021-08-08,2021-08-15,7,7,1,L7_H7_S1,train
495,2021-08-03,2021-08-09,2021-08-09,2021-08-16,7,7,1,L7_H7_S1,train
496,2021-08-04,2021-08-10,2021-08-10,2021-08-17,7,7,1,L7_H7_S1,train
497,2021-08-05,2021-08-11,2021-08-11,2021-08-18,7,7,1,L7_H7_S1,train
498,2021-08-06,2021-08-12,2021-08-12,2021-08-19,7,7,1,L7_H7_S1,train
499,2021-08-07,2021-08-13,2021-08-13,2021-08-20,7,7,1,L7_H7_S1,train
500,2021-08-08,2021-08-14,2021-08-14,2021-08-21,7,7,1,L7_H7_S1,train
501,2021-08-09,2021-08-15,2021-08-15,2021-08-22,7,7,1,L7_H7_S1,train
502,2021-08-10,2021-08-16,2021-08-16,2021-08-23,7,7,1,L7_H7_S1,train
503,2021-08-11,2021-08-17,2021-08-17,2021-08-24,7,7,1,L7_H7_S1,train
504,2021-08-12,2021-08-18,2021-08-18,2021-08-25,7,7,1,L7_H7_S1,train
505,2021-08-13,2021-08-19,2021-08-19,2021-08-26,7,7,1,L7_H7_S1,train
506,2021-08-14,2021-08-20,2021-08-20,2021-08-27,7,7,1,L7_H7_S1,train
507,2021-08-15,2021-08-21,2021-08-21,2021-08-28,7,7,1,L7_H7_S1,train
508,2021-08-16,2021-08-22,2021-08-22,2021-08-29,7,7,1,L7_H7_S1,train
509,2021-08-17,2021-08-23,2021-08-23,2021-08-30,7,7,1,L7_H7_S1,train
510,2021-08-18,2021-08-24,2021-08-24,2021-08-31,7,7,1,L7_H7_S1,train
511,2021-08-19,2021-08-25,2021-08-25,2021-09-01,7,7,1,L7_H7_S1,train
512,2021-08-20,2021-08-26,2021-08-26,2021-09-02,7,7,1,L7_H7_S1,train
513,2021-08-21,2021-08-27,2021-08-27,2021-09-03,7,7,1,L7_H7_S1,train
514,2021-08-22,2021-08-28,2021-08-28,2021-09-04,7,7,1,L7_H7_S1,train
515,2021-08-23,2021-08-29,2021-08-29,2021-09-05,7,7,1,L7_H7_S1,train
516,2021-08-24,2021-08-30,2021-08-30,2021-09-06,7,7,1,L7_H7_S1,train
517,2021-08-25,2021-08-31,2021-08-31,2021-09-07,7,7,1,L7_H7_S1,train
518,2021-08-26,2021-09-01,2021-09-01,2021-09-08,7,7,1,L7_H7_S1,train
519,2021-08-27,2021-09-02,2021-09-02,2021-09-09,7,7,1,L7_H7_S1,train
520,2021-08-28,2021-09-03,2021-09-03,2021-09-10,7,7,1,L7_H7_S1,train
521,2021-08-29,2021-09-04,2021-09-04,2021-09-11,7,7,1,L7_H7_S1,train
522,2021-08-30,2021-09-05,2021-09-05,2021-09-12,7,7,1,L7_H7_S1,train
523,2021-08-31,2021-09-06,2021-09-06,2021-09-13,7,7,1,L7_H7_S1,train
524,2021-09-01,2021-09-07,2021-09-07,2021-09-14,7,7,1,L7_H7_S1,train
525,2021-09-02,2021-09-08,2021-09-08,2021-09-15,7,7,1,L7_H7_S1,train
526,2021-09-03,2021-09-09,2021-09-09,2021-09-16,7,7,1,L7_H7_S1,train
527,2021-09-04,2021-09-10,2021-09-10,2021-09-17,7,7,1,L7_H7_S1,train
528,2021-09-05,2021-09-11,2021-09-11,2021-09-18,7,7,1,L7_H7_S1,train
529,2021-09-06,2021-09-12,2021-09-12,2021-09-19,7,7,1,L7_H7_S1,train
530,2021-09-07,2021-09-13,2021-09-13,2021-09-20,7,7,1,L7_H7_S1,train
531,2021-09-08,2021-09-14,2021-09-14,2021-09-21,7,7,1,L7_H7_S1,train
532,2021-09-09,2021-09-15,2021-09-15,2021-09-22,7,7,1,L7_H7_S1,train
533,2021-09-10,2021-09-16,2021-09-16,2021-09-23,7,7,1,L7_H7_S1,train
534,2021-09-11,2021-09-17,2021-09-17,2021-09-24,7,7,1,L7_H7_S1,train
535,2021-09-12,2021-09-18,2021-09-18,2021-09-25,7,7,1,L7_H7_S1,train
536,2021-09-13,2021-09-19,2021-09-19,2021-09-26,7,7,1,L7_H7_S1,train
537,2021-09-14,2021-09-20,2021-09-20,2021-09-27,7,7,1,L7_H7_S1,train
538,2021-09-15,2021-09-21,2021-09-21,2021-09-28,7,7,1,L7_H7_S1,train
539,2021-09-16,2021-09-22,2021-09-22,2021-09-29,7,7,1,L7_H7_S1,train
540,2021-09-17,2021-09-23,2021-09-23,2021-09-30,7,7,1,L7_H7_S1,train
541,2021-09-18,2021-09-24,2021-09-24,2021-10-01,7,7,1,L7_H7_S1,train
542,2021-09-19,2021-09-25,2021-09-25,2021-10-02,7,7,1,L7_H7_S1,train
543,2021-09-20,2021-09-26,2021-09-26,2021-10-03,7,7,1,L7_H7_S1,train
544,2021-09-21,2021-09-27,2021-09-27,2021-10-04,7,7,1,L7_H7_S1,train
545,2021-09-22,2021-09-28,2021-09-28,2021-10-05,7,7,1,L7_H7_S1,train
546,2021-09-23,2021-09-29,2021-09-29,2021-10-06,7,7,1,L7_H7_S1,train
547,2021-09-24,2021-09-30,2021-09-30,2021-10-07,7,7,1,L7_H7_S1,train
548,2021-09-25,2021-10-01,2021-10-01,2021-10-08,7,7,1,L7_H7_S1,train
549,2021-09-26,2021-10-02,2021-10-02,2021-10-09,7,7,1,L7_H7_S1,train
550,2021-09-27,2021-10-03,2021-10-03,2021-10-10,7,7,1,L7_H7_S1,train
551,2021-09-28,2021-10-04,2021-10-04,2021-10-11,7,7,1,L7_H7_S1,train
552,2021-09-29,2021-10-05,2021-10-05,2021-10-12,7,7,1,L7_H7_S1,train
553,2021-09-30,2021-10-06,2021-10-06,2021-10-13,7,7,1,L7_H7_S1,train
554,2021-10-01,2021-10-07,2021-10-07,2021-10-14,7,7,1,L7_H7_S1,train
555,2021-10-02,2021-10-08,2021-10-08,2021-10-15,7,7,1,L7_H7_S1,train
556,2021-10-03,2021-10-09,2021-10-09,2021-10-16,7,7,1,L7_H7_S1,train
557,2021-10-04,2021-10-10,2021-10-10,2021-10-17,7,7,1,L7_H7_S1,train
558,2021-10-05,2021-10-11,2021-10-11,2021-10-18,7,7,1,L7_H7_S1,train
559,2021-10-06,2021-10-12,2021-10-12,2021-10-19,7,7,1,L7_H7_S1,train
560,2021-10-07,2021-10-13,2021-10-13,2021-10-20,7,7,1,L7_H7_S1,train
561,2021-10-08,2021-10-14,2021-10-14,2021-10-21,7,7,1,L7_H7_S1,train
562,2021-10-09,2021-10-15,2021-10-15,2021-10-22,7,7,1,L7_H7_S1,train
563,2021-10-10,2021-10-16,2021-10-16,2021-10-23,7,7,1,L7_H7_S1,train
564,2021-10-11,2021-10-17,2021-10-17,2021-10-24,7,7,1,L7_H7_S1,train
565,2021-10-12,2021-10-18,2021-10-18,2021-10-25,7,7,1,L7_H7_S1,train
566,2021-10-13,2021-10-19,2021-10-19,2021-10-26,7,7,1,L7_H7_S1,train
567,2021-10-14,2021-10-20,2021-10-20,2021-10-27,7,7,1,L7_H7_S1,train
568,2021-10-15,2021-10-21,2021-10-21,2021-10-28,7,7,1,L7_H7_S1,train
569,2021-10-16,2021-10-22,2021-10-22,2021-10-29,7,7,1,L7_H7_S1,train
570,2021-10-17,2021-10-23,2021-10-23,2021-10-30,7,7,1,L7_H7_S1,train
571,2021-10-18,2021-10-24,2021-10-24,2021-10-31,7,7,1,L7_H7_S1,train
572,2021-10-19,2021-10-25,2021-10-25,2021-11-01,7,7,1,L7_H7_S1,train
573,2021-10-20,2021-10-26,2021-10-26,2021-11-02,7,7,1,L7_H7_S1,train
574,2021-10-21,2021-10-27,2021-10-27,2021-11-03,7,7,1,L7_H7_S1,train
575,2021-10-22,2021-10-28,2021-10-28,2021-11-04,7,7,1,L7_H7_S1,train
576,2021-10-23,2021-10-29,2021-10-29,2021-11-05,7,7,1,L7_H7_S1,train
577,2021-10-24,2021-10-30,2021-10-30,2021-11-06,7,7,1,L7_H7_S1,train
578,2021-10-25,2021-10-31,2021-10-31,2021-11-07,7,7,1,L7_H7_S1,train
579,2021-10-26,2021-11-01,2021-11-01,2021-11-08,7,7,1,L7_H7_S1,train
580,2021-10-27,2021-11-02,2021-11-02,2021-11-09,7,7,1,L7_H7_S1,train
581,2021-10-28,2021-11-03,2021-11-03,2021-11-10,7,7,1,L7_H7_S1,train
582,2021-10-29,2021-11-04,2021-11-04,2021-11-11,7,7,1,L7_H7_S1,train
583,2021-10-30,2021-11-05,2021-11-05,2021-11-12,7,7,1,L7_H7_S1,train
584,2021-10-31,2021-11-06,2021-11-06,2021-11-13,7,7,1,L7_H7_S1,train
585,2021-11-01,2021-11-07,2021-11-07,2021-11-14,7,7,1,L7_H7_S1,train
586,2021-11-02,2021-11-08,2021-11-08,2021-11-15,7,7,1,L7_H7_S1,train
587,2021-11-03,2021-11-09,2021-11-09,2021-11-16,7,7,1,L7_H7_S1,train
588,2021-11-04,2021-11-10,2021-11-10,2021-11-17,7,7,1,L7_H7_S1,train
589,2021-11-05,2021-11-11,2021-11-11,2021-11-18,7,7,1,L7_H7_S1,train
590,2021-11-06,2021-11-12,2021-11-12,2021-11-19,7,7,1,L7_H7_S1,train
